"Regionskode";"Region";"Prøvetagningsdato";"Køn";"Bekræftede tilfælde i alt";"Døde";"Indlæggelser";"Kummuleret antal døde";"Kummuleret antal bekræftede tilfælde";"Kummuleret antal indlæggelser";"Timestamp"
1084;Hovedstaden;2021-04-09;M;195;1;6;2489;236314;11996;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-09;M;50;0;3;2489;236364;11999;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-09;M;28;0;0;2489;236392;11999;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-09;M;48;0;2;2489;236440;12001;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-09;M;62;0;1;2489;236502;12002;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-10;F;129;0;2;2489;236631;12004;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-10;F;35;0;5;2489;236666;12009;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-10;F;26;0;1;2489;236692;12010;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-10;F;26;0;0;2489;236718;12010;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-10;F;47;0;1;2489;236765;12011;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-10;M;134;1;2;2490;236899;12013;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-10;M;41;0;1;2490;236940;12014;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-10;M;32;0;0;2490;236972;12014;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-10;M;31;0;0;2490;237003;12014;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-10;M;46;1;4;2491;237049;12018;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-11;F;123;0;3;2491;237172;12021;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-11;F;56;1;3;2492;237228;12024;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-11;F;18;0;0;2492;237246;12024;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-11;F;31;0;2;2492;237277;12026;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-11;F;30;0;4;2492;237307;12030;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-11;M;116;0;4;2492;237423;12034;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-11;M;42;0;0;2492;237465;12034;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-11;M;23;0;0;2492;237488;12034;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-11;M;44;0;2;2492;237532;12036;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-11;M;49;1;3;2493;237581;12039;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-12;F;167;0;12;2493;237748;12051;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-12;F;46;0;1;2493;237794;12052;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-12;F;37;2;3;2495;237831;12055;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-12;F;50;0;2;2495;237881;12057;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-12;F;56;0;5;2495;237937;12062;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-12;M;202;3;10;2498;238139;12072;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-12;M;63;0;2;2498;238202;12074;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-12;M;31;0;1;2498;238233;12075;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-12;M;57;0;4;2498;238290;12079;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-12;M;51;0;0;2498;238341;12079;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-13;F;153;2;3;2500;238494;12082;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-13;F;67;0;2;2500;238561;12084;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-13;F;21;0;1;2500;238582;12085;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-13;F;59;0;0;2500;238641;12085;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-13;F;43;0;2;2500;238684;12087;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-13;M;182;0;6;2500;238866;12093;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-13;M;85;0;2;2500;238951;12095;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-13;M;33;0;0;2500;238984;12095;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-13;M;42;0;2;2500;239026;12097;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-13;M;54;0;1;2500;239080;12098;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-14;F;168;0;6;2500;239248;12104;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-14;F;53;0;2;2500;239301;12106;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-14;F;24;0;0;2500;239325;12106;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-14;F;35;0;1;2500;239360;12107;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-14;F;37;0;1;2500;239397;12108;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-14;M;167;0;6;2500;239564;12114;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-14;M;82;1;4;2501;239646;12118;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-14;M;30;0;0;2501;239676;12118;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-14;M;41;0;3;2501;239717;12121;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-14;M;57;0;3;2501;239774;12124;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-15;F;180;1;6;2502;239954;12130;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-15;F;85;0;3;2502;240039;12133;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-15;F;25;0;1;2502;240064;12134;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-15;F;47;0;2;2502;240111;12136;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-15;F;53;0;3;2502;240164;12139;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-15;M;147;2;4;2504;240311;12143;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-15;M;72;0;7;2504;240383;12150;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-15;M;24;0;0;2504;240407;12150;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-15;M;43;0;2;2504;240450;12152;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-15;M;56;0;1;2504;240506;12153;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-16;F;163;0;7;2504;240669;12160;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-16;F;58;0;3;2504;240727;12163;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-16;F;18;0;0;2504;240745;12163;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-16;F;43;0;1;2504;240788;12164;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-16;F;42;0;1;2504;240830;12165;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-16;M;172;0;1;2504;241002;12166;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-16;M;87;0;0;2504;241089;12166;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-16;M;25;0;1;2504;241114;12167;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-16;M;43;1;1;2505;241157;12168;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-16;M;54;0;1;2505;241211;12169;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-17;F;146;0;3;2505;241357;12172;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-17;F;72;0;5;2505;241429;12177;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-17;F;29;0;0;2505;241458;12177;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-17;F;36;0;0;2505;241494;12177;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-17;F;36;0;2;2505;241530;12179;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-17;M;162;0;7;2505;241692;12186;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-17;M;67;0;2;2505;241759;12188;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-17;M;27;1;0;2506;241786;12188;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-17;M;34;0;1;2506;241820;12189;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-17;M;43;0;3;2506;241863;12192;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-18;F;177;2;7;2508;242040;12199;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-18;F;76;0;5;2508;242116;12204;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-18;F;32;0;1;2508;242148;12205;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-18;F;37;0;2;2508;242185;12207;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-18;F;37;0;4;2508;242222;12211;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-18;M;180;0;9;2508;242402;12220;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-18;M;75;0;0;2508;242477;12220;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-18;M;18;0;0;2508;242495;12220;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-18;M;41;0;3;2508;242536;12223;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-18;M;42;0;2;2508;242578;12225;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-19;F;198;0;4;2508;242776;12229;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-19;F;81;0;1;2508;242857;12230;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-19;F;42;0;0;2508;242899;12230;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-19;F;44;0;2;2508;242943;12232;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-19;F;53;0;3;2508;242996;12235;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-19;M;181;1;8;2509;243177;12243;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-19;M;101;0;3;2509;243278;12246;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-19;M;48;1;2;2510;243326;12248;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-19;M;60;0;6;2510;243386;12254;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-19;M;54;0;3;2510;243440;12257;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-20;F;180;0;2;2510;243620;12259;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-20;F;88;0;6;2510;243708;12265;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-20;F;29;0;0;2510;243737;12265;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-20;F;47;0;0;2510;243784;12265;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-20;F;42;0;0;2510;243826;12265;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-20;M;183;0;7;2510;244009;12272;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-20;M;110;0;4;2510;244119;12276;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-20;M;55;0;2;2510;244174;12278;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-20;M;52;1;3;2511;244226;12281;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-20;M;62;0;0;2511;244288;12281;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-21;F;158;0;4;2511;244446;12285;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-21;F;63;0;0;2511;244509;12285;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-21;F;21;0;1;2511;244530;12286;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-21;F;39;0;1;2511;244569;12287;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-21;F;34;0;2;2511;244603;12289;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-21;M;159;1;7;2512;244762;12296;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-21;M;81;0;3;2512;244843;12299;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-21;M;18;0;1;2512;244861;12300;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-21;M;47;0;2;2512;244908;12302;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-21;M;39;0;0;2512;244947;12302;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-22;F;142;1;6;2513;245089;12308;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-22;F;52;0;0;2513;245141;12308;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-22;F;25;0;0;2513;245166;12308;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-22;F;34;0;1;2513;245200;12309;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-22;F;35;0;0;2513;245235;12309;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-22;M;150;0;2;2513;245385;12311;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-22;M;52;0;1;2513;245437;12312;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-22;M;26;0;1;2513;245463;12313;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-22;M;50;0;2;2513;245513;12315;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-22;M;54;0;0;2513;245567;12315;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-23;F;127;0;1;2513;245694;12316;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-23;F;54;0;1;2513;245748;12317;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-23;F;38;0;0;2513;245786;12317;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-23;F;35;0;1;2513;245821;12318;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-23;F;51;0;2;2513;245872;12320;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-23;M;140;2;6;2515;246012;12326;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-23;M;65;0;1;2515;246077;12327;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-23;M;43;0;1;2515;246120;12328;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-23;M;29;0;1;2515;246149;12329;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-23;M;43;0;1;2515;246192;12330;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-24;F;118;0;6;2515;246310;12336;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-24;F;62;0;2;2515;246372;12338;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-24;F;25;0;0;2515;246397;12338;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-24;F;40;0;1;2515;246437;12339;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-24;F;27;0;2;2515;246464;12341;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-24;M;112;0;5;2515;246576;12346;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-24;M;69;1;2;2516;246645;12348;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-24;M;36;0;0;2516;246681;12348;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-24;M;29;0;1;2516;246710;12349;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-24;M;50;0;1;2516;246760;12350;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-25;F;152;0;3;2516;246912;12353;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-25;F;53;0;1;2516;246965;12354;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-25;F;34;0;1;2516;246999;12355;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-25;F;39;0;3;2516;247038;12358;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-25;F;35;0;3;2516;247073;12361;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-25;M;122;0;4;2516;247195;12365;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-25;M;65;0;4;2516;247260;12369;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-25;M;30;0;0;2516;247290;12369;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-25;M;27;0;1;2516;247317;12370;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-25;M;40;0;0;2516;247357;12370;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-26;F;164;0;3;2516;247521;12373;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-26;F;61;0;1;2516;247582;12374;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-26;F;29;0;3;2516;247611;12377;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-26;F;46;1;3;2517;247657;12380;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-26;F;40;0;3;2517;247697;12383;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-26;M;185;0;7;2517;247882;12390;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-26;M;71;0;4;2517;247953;12394;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-26;M;46;1;5;2518;247999;12399;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-26;M;57;0;3;2518;248056;12402;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-26;M;74;1;4;2519;248130;12406;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-27;F;219;0;9;2519;248349;12415;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-27;F;62;0;2;2519;248411;12417;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-27;F;44;0;3;2519;248455;12420;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-27;F;45;0;0;2519;248500;12420;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-27;F;61;0;1;2519;248561;12421;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-27;M;217;0;2;2519;248778;12423;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-27;M;85;0;3;2519;248863;12426;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-27;M;32;0;0;2519;248895;12426;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-27;M;51;0;3;2519;248946;12429;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-27;M;77;0;2;2519;249023;12431;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-28;F;209;0;11;2519;249232;12442;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-28;F;69;0;2;2519;249301;12444;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-28;F;31;0;1;2519;249332;12445;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-28;F;50;0;4;2519;249382;12449;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-28;F;49;0;2;2519;249431;12451;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-28;M;187;0;5;2519;249618;12456;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-28;M;77;0;3;2519;249695;12459;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-28;M;34;0;1;2519;249729;12460;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-28;M;42;0;1;2519;249771;12461;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-28;M;59;0;2;2519;249830;12463;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-29;F;183;0;4;2519;250013;12467;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-29;F;66;0;3;2519;250079;12470;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-29;F;24;0;0;2519;250103;12470;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-29;F;47;0;2;2519;250150;12472;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-29;F;56;0;4;2519;250206;12476;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-29;M;199;0;8;2519;250405;12484;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-29;M;80;0;3;2519;250485;12487;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-29;M;35;0;2;2519;250520;12489;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-29;M;53;0;1;2519;250573;12490;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-29;M;57;0;0;2519;250630;12490;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-30;F;179;0;4;2519;250809;12494;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-30;F;58;0;1;2519;250867;12495;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-30;F;29;0;0;2519;250896;12495;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-30;F;31;0;1;2519;250927;12496;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-30;F;55;0;1;2519;250982;12497;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-04-30;M;189;0;6;2519;251171;12503;2024-05-28T10:06:18.790
1082;Midtjylland;2021-04-30;M;72;0;3;2519;251243;12506;2024-05-28T10:06:18.790
1081;Nordjylland;2021-04-30;M;35;1;2;2520;251278;12508;2024-05-28T10:06:18.790
1085;Sjælland;2021-04-30;M;38;0;1;2520;251316;12509;2024-05-28T10:06:18.790
1083;Syddanmark;2021-04-30;M;71;0;3;2520;251387;12512;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-05-01;F;149;0;9;2520;251536;12521;2024-05-28T10:06:18.790
1082;Midtjylland;2021-05-01;F;74;0;1;2520;251610;12522;2024-05-28T10:06:18.790
1081;Nordjylland;2021-05-01;F;32;0;2;2520;251642;12524;2024-05-28T10:06:18.790
1085;Sjælland;2021-05-01;F;26;0;1;2520;251668;12525;2024-05-28T10:06:18.790
1083;Syddanmark;2021-05-01;F;48;0;1;2520;251716;12526;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-05-01;M;153;1;5;2521;251869;12531;2024-05-28T10:06:18.790
1082;Midtjylland;2021-05-01;M;86;0;1;2521;251955;12532;2024-05-28T10:06:18.790
1081;Nordjylland;2021-05-01;M;32;0;2;2521;251987;12534;2024-05-28T10:06:18.790
1085;Sjælland;2021-05-01;M;42;0;1;2521;252029;12535;2024-05-28T10:06:18.790
1083;Syddanmark;2021-05-01;M;47;0;1;2521;252076;12536;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-05-02;F;182;0;6;2521;252258;12542;2024-05-28T10:06:18.790
1082;Midtjylland;2021-05-02;F;65;0;3;2521;252323;12545;2024-05-28T10:06:18.790
1081;Nordjylland;2021-05-02;F;33;0;2;2521;252356;12547;2024-05-28T10:06:18.790
1085;Sjælland;2021-05-02;F;26;0;2;2521;252382;12549;2024-05-28T10:06:18.790
1083;Syddanmark;2021-05-02;F;44;0;1;2521;252426;12550;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-05-02;M;176;0;7;2521;252602;12557;2024-05-28T10:06:18.790
1082;Midtjylland;2021-05-02;M;70;0;2;2521;252672;12559;2024-05-28T10:06:18.790
1081;Nordjylland;2021-05-02;M;26;0;0;2521;252698;12559;2024-05-28T10:06:18.790
1085;Sjælland;2021-05-02;M;30;0;2;2521;252728;12561;2024-05-28T10:06:18.790
1083;Syddanmark;2021-05-02;M;60;0;0;2521;252788;12561;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-05-03;F;217;0;8;2521;253005;12569;2024-05-28T10:06:18.790
1082;Midtjylland;2021-05-03;F;98;1;3;2522;253103;12572;2024-05-28T10:06:18.790
1081;Nordjylland;2021-05-03;F;30;0;1;2522;253133;12573;2024-05-28T10:06:18.790
1085;Sjælland;2021-05-03;F;71;0;1;2522;253204;12574;2024-05-28T10:06:18.790
1083;Syddanmark;2021-05-03;F;58;0;1;2522;253262;12575;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-05-03;M;278;0;5;2522;253540;12580;2024-05-28T10:06:18.790
1082;Midtjylland;2021-05-03;M;92;0;1;2522;253632;12581;2024-05-28T10:06:18.790
1081;Nordjylland;2021-05-03;M;43;0;1;2522;253675;12582;2024-05-28T10:06:18.790
1085;Sjælland;2021-05-03;M;64;0;2;2522;253739;12584;2024-05-28T10:06:18.790
1083;Syddanmark;2021-05-03;M;70;0;1;2522;253809;12585;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-05-04;F;250;0;2;2522;254059;12587;2024-05-28T10:06:18.790
1082;Midtjylland;2021-05-04;F;91;0;3;2522;254150;12590;2024-05-28T10:06:18.790
1081;Nordjylland;2021-05-04;F;25;0;0;2522;254175;12590;2024-05-28T10:06:18.790
1085;Sjælland;2021-05-04;F;61;1;3;2523;254236;12593;2024-05-28T10:06:18.790
1083;Syddanmark;2021-05-04;F;59;0;0;2523;254295;12593;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-05-04;M;217;0;5;2523;254512;12598;2024-05-28T10:06:18.790
1082;Midtjylland;2021-05-04;M;106;0;4;2523;254618;12602;2024-05-28T10:06:18.790
1081;Nordjylland;2021-05-04;M;33;0;0;2523;254651;12602;2024-05-28T10:06:18.790
1085;Sjælland;2021-05-04;M;56;0;5;2523;254707;12607;2024-05-28T10:06:18.790
1083;Syddanmark;2021-05-04;M;75;0;2;2523;254782;12609;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-05-05;F;262;1;8;2524;255044;12617;2024-05-28T10:06:18.790
1082;Midtjylland;2021-05-05;F;92;0;0;2524;255136;12617;2024-05-28T10:06:18.790
1081;Nordjylland;2021-05-05;F;43;0;2;2524;255179;12619;2024-05-28T10:06:18.790
1085;Sjælland;2021-05-05;F;59;0;2;2524;255238;12621;2024-05-28T10:06:18.790
1083;Syddanmark;2021-05-05;F;72;0;2;2524;255310;12623;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-05-05;M;250;1;7;2525;255560;12630;2024-05-28T10:06:18.790
1082;Midtjylland;2021-05-05;M;106;0;2;2525;255666;12632;2024-05-28T10:06:18.790
1081;Nordjylland;2021-05-05;M;43;0;1;2525;255709;12633;2024-05-28T10:06:18.790
1085;Sjælland;2021-05-05;M;64;0;6;2525;255773;12639;2024-05-28T10:06:18.790
1083;Syddanmark;2021-05-05;M;63;0;0;2525;255836;12639;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-05-06;F;217;1;2;2526;256053;12641;2024-05-28T10:06:18.790
1082;Midtjylland;2021-05-06;F;71;0;3;2526;256124;12644;2024-05-28T10:06:18.790
1081;Nordjylland;2021-05-06;F;25;0;1;2526;256149;12645;2024-05-28T10:06:18.790
1085;Sjælland;2021-05-06;F;71;0;5;2526;256220;12650;2024-05-28T10:06:18.790
1083;Syddanmark;2021-05-06;F;40;0;1;2526;256260;12651;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-05-06;M;226;0;5;2526;256486;12656;2024-05-28T10:06:18.790
1082;Midtjylland;2021-05-06;M;83;0;2;2526;256569;12658;2024-05-28T10:06:18.790
1081;Nordjylland;2021-05-06;M;31;0;2;2526;256600;12660;2024-05-28T10:06:18.790
1085;Sjælland;2021-05-06;M;76;0;2;2526;256676;12662;2024-05-28T10:06:18.790
1083;Syddanmark;2021-05-06;M;47;0;1;2526;256723;12663;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-05-07;F;210;0;6;2526;256933;12669;2024-05-28T10:06:18.790
1082;Midtjylland;2021-05-07;F;80;0;2;2526;257013;12671;2024-05-28T10:06:18.790
1081;Nordjylland;2021-05-07;F;22;0;0;2526;257035;12671;2024-05-28T10:06:18.790
1085;Sjælland;2021-05-07;F;55;0;2;2526;257090;12673;2024-05-28T10:06:18.790
1083;Syddanmark;2021-05-07;F;58;0;1;2526;257148;12674;2024-05-28T10:06:18.790
1084;Hovedstaden;2021-05-07;M;210;0;8;2526;257358;12682;2024-05-28T10:06:18.790
1082;Midtjylland;2021-05-07;M;96;0;0;2526;257454;12682;2024-05-28T10:06:18.790
1081;Nordjylland;2021-05-07;M;40;1;3;2527;257494;12685;2024-05-28T10:06:18.790
